gene,log2.fold_change.,value_1,value_2,locus,sample_1,sample_2,status,test_stat,p_value,q_value,significant,fpkm5,fpkm10
Ipcef1,-2.02243,15.0375,3.70137,chr10:6758592-7038209,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-7.11304,5.00E-05,0.000250321,yes,1,1
AI839979,-2.02517,52.4364,12.8823,chr5:31569591-31571397,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-6.96664,5.00E-05,0.000250321,yes,2,2
F5,-2.02655,85.209,20.9138,chr1:164115263-164220277,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-7.0776,5.00E-05,0.000250321,yes,2,2
Bst1,-2.02715,11.8185,2.89955,chr5:43818892-43843468,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-5.94576,5.00E-05,0.000250321,yes,1,1
Mfsd7a,-2.04199,10.6007,2.57416,chr5:108441053-108448891,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-5.93327,5.00E-05,0.000250321,yes,1,1
Ltf,-2.04289,1355.83,329.029,chr9:111019291-111042766,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-4.22232,5.00E-05,0.000250321,yes,2,2
Olfm4,-2.05831,38.1935,9.17013,chr14:80000301-80021930,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-6.89294,5.00E-05,0.000250321,yes,2,1
Serpinb10,-2.05874,27.6157,6.62844,chr1:107529002-107549271,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-7.54057,5.00E-05,0.000250321,yes,2,1
Rap1gap2,-2.08897,26.2667,6.17393,chr11:74383482-74590158,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-7.95811,5.00E-05,0.000250321,yes,2,1
Lilra6,-2.0925,40.2551,9.4388,chr7:3731632-3915501,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-3.55686,5.00E-05,0.000250321,yes,2,1
Krt80,-2.09515,71.3213,16.6923,chr15:101349570-101370125,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-7.81722,5.00E-05,0.000250321,yes,2,2
Cyp4f18,-2.11236,204.165,47.2171,chr8:71988481-72009626,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-7.90336,5.00E-05,0.000250321,yes,2,2
Tmem71,-2.14341,55.0526,12.4608,chr15:66526211-66561046,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-8.1565,5.00E-05,0.000250321,yes,2,2
Rasgrp4,-2.15083,36.8694,8.30235,chr7:29134932-29156210,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-7.14053,5.00E-05,0.000250321,yes,2,1
Tmem154,-2.17498,41.0929,9.09984,chr3:84666191-84704575,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-8.15645,5.00E-05,0.000250321,yes,2,1
Zfyve9,-2.17948,13.2087,2.91589,chr4:108639258-108781904,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-5.80206,5.00E-05,0.000250321,yes,1,1
Ms4a8a,-2.18685,24.4996,5.38086,chr19:11067470-11081103,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-6.26816,5.00E-05,0.000250321,yes,2,1
Galnt9,-2.23601,22.4649,4.76869,chr5:110544354-110621383,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-6.72923,5.00E-05,0.000250321,yes,1,1
Inpp5j,-2.23847,39.1773,8.30208,chr11:3494271-3504821,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-8.33354,5.00E-05,0.000250321,yes,2,1
Perp,-2.24668,22.8392,4.81239,chr10:18845070-18857072,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-7.037,5.00E-05,0.000250321,yes,1,1
Adora3,-2.25476,21.8674,4.5819,chr3:105870857-105924044,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-7.15793,5.00E-05,0.000250321,yes,1,1
Sema7a,-2.25642,18.4959,3.87101,chr9:57940134-57962865,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-7.46783,5.00E-05,0.000250321,yes,1,1
Klra2,-2.2675,58.2756,12.1033,chr6:131219234-131247362,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-8.17875,5.00E-05,0.000250321,yes,2,2
Pira1,-2.27012,10.5609,2.18942,chr7:3731632-3915501,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-2.16311,0.0003,0.00129941,yes,1,1
Tesc,-2.35267,25.6748,5.02671,chr5:118027823-118061870,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-6.35152,5.00E-05,0.000250321,yes,2,1
Adam8,-2.36659,75.5079,14.6412,chr7:139978931-139992562,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-8.77755,5.00E-05,0.000250321,yes,2,2
Fn1,-2.3804,750.173,144.076,chr1:71585472-71653234,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-3.9951,5.00E-05,0.000250321,yes,2,2
Padi4,-2.38927,130.137,24.8403,chr4:140745507-140774203,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-8.91698,5.00E-05,0.000250321,yes,2,2
Gm9733,-2.39206,80.7559,15.3848,chr3:15296550-15332302,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-7.57835,5.00E-05,0.000250321,yes,2,2
S100a6,-2.39707,532.029,101.005,chr3:90612893-90614414,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-8.95755,5.00E-05,0.000250321,yes,2,2
"Apoc2,Apoc4-apoc2",-2.42194,62.15,11.5975,chr7:19671578-19681460,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-7.36298,5.00E-05,0.000250321,yes,2,2
Mmp8,-2.46385,49.7554,9.01879,chr9:7558428-7568486,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-8.94468,5.00E-05,0.000250321,yes,2,1
Hopx,-2.48636,49.2577,8.79031,chr5:77086985-77115123,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-7.89594,5.00E-05,0.000250321,yes,2,1
Alox12e,-2.51397,23.5763,4.12758,chr11:70315612-70322518,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-7.95076,5.00E-05,0.000250321,yes,1,1
Tob1,-2.54247,32.8416,5.63721,chr11:94211453-94215492,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-8.56886,5.00E-05,0.000250321,yes,2,1
Retnlg,-2.58117,1979.87,330.847,chr16:48872607-48874498,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-7.87441,5.00E-05,0.000250321,yes,2,2
Slfn1,-2.61691,54.7342,8.92257,chr11:83116844-83122659,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-9.05581,5.00E-05,0.000250321,yes,2,1
Arhgef37,-2.65212,36.4814,5.80367,chr18:61493793-61536536,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-9.33622,5.00E-05,0.000250321,yes,2,1
Ifitm6,-2.72725,338.178,51.0694,chr7:141015811-141016892,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-10.1274,5.00E-05,0.000250321,yes,2,2
S1pr5,-2.74352,11.3185,1.69008,chr9:21242916-21248443,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-7.41958,5.00E-05,0.000250321,yes,1,1
Vcan,-2.95129,17.0186,2.20037,chr13:89655309-89742512,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-10.2445,5.00E-05,0.000250321,yes,1,1
Thbs1,-2.97123,43.0889,5.49462,chr2:118111921-118127133,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-10.1745,5.00E-05,0.000250321,yes,2,1
Alox15,-3.07355,872.208,103.607,chr11:70344146-70352031,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-8.41869,5.00E-05,0.000250321,yes,2,2
Serpinb2,-3.6765,36.0209,2.8172,chr1:107511422-107525600,mBM_F4_80_GFP_minus,mBM_F4_80_GFP_plus,OK,-10.7623,5.00E-05,0.000250321,yes,1,1
